ticker,cik,transaction_date,is_buy,shares,price_per_share,transaction_value,is_officer,is_director,is_ten_pct_owner,officer_title,ownership_type,accession_number
ASA,1230869,2025-12-18,1,3881.0,57.52,223235.12000000002,0,0,0,,I,0001510281-25-000630
ASA,1230869,2025-12-22,1,2760.0,60.85,167946.0,0,0,0,,I,0001510281-25-000634
ASA,1230869,2025-12-23,1,2524.0,61.75,155857.0,0,0,0,,I,0001510281-25-000634
ASA,1230869,2025-12-24,1,467.0,60.76,28374.92,0,0,0,,I,0001510281-25-000636
ASA,1230869,2025-12-26,1,714.0,61.92,44210.880000000005,0,0,0,,I,0001510281-25-000636
ASA,1230869,2025-12-29,1,10111.0,58.81,594627.91,0,0,0,,I,0001510281-25-000636
ASAN,1477720,2025-10-08,0,454913.0,15.08,6860088.04,0,1,0,,D,0001477720-25-000213
ASAN,1477720,2025-10-09,0,1199560.0,15.23,18269298.8,0,1,0,,D,0001477720-25-000213
ASAN,1477720,2025-10-10,0,14500.0,15.07,218515.0,0,1,0,,D,0001477720-25-000215
ASAN,1477720,2025-10-21,0,458878.0,14.98,6873992.44,0,1,0,,D,0001477720-25-000217
ASAN,1477720,2025-10-24,0,13701.0,14.95,204829.94999999998,0,1,0,,D,0001477720-25-000219
ASAN,1477720,2025-12-08,0,8215.0,14.95,122814.25,0,1,0,,D,0001477720-25-000240
ASAN,1477720,2025-12-09,0,100000.0,15.25,1525000.0,1,0,0,"GC, Corporate Secretary",D,0001477720-25-000242
ASAN,1477720,2025-12-09,0,850233.0,15.12,12855522.959999999,0,1,0,,D,0001477720-25-000240
ASAN,1477720,2025-12-18,0,22198.0,14.52,322314.95999999996,1,0,0,Chief Operating Officer,D,0001477720-25-000244
ASAN,1477720,2025-12-19,0,9847.0,14.51,142879.97,1,0,0,Chief Operating Officer,D,0001477720-25-000244
ASAN,1477720,2025-12-19,0,66246.0,14.46,957917.16,1,0,0,Chief Operating Officer,D,0001477720-25-000244
ASAN,1477720,2025-12-22,0,55234.0,14.31,790398.54,1,0,0,"GC, Corporate Secretary",D,0001477720-25-000249
ASAN,1477720,2025-12-22,0,83656.0,14.31,1197117.36,1,0,0,Chief Financial Officer,D,0001477720-25-000247
ASAN,1477720,2025-12-22,0,62165.0,14.31,889581.15,1,0,0,Chief Operating Officer,D,0001477720-25-000244
ASAN,1477720,2025-12-23,0,45463.0,13.55,616023.65,1,0,0,"GC, Corporate Secretary",D,0001477720-25-000249
ASAN,1477720,2025-12-23,0,24888.0,13.55,337232.4,1,0,0,Chief Financial Officer,D,0001477720-25-000247
ASBA,7789,2025-12-03,0,166.0,25.8,4282.8,1,0,0,Executive Vice President,D,0000007789-25-000191
ASBA,7789,2025-12-03,0,3161.0,25.79,81522.19,1,0,0,Executive Vice President,D,0000007789-25-000191
ASBA,7789,2025-12-04,0,30489.0,25.7,783567.2999999999,1,0,0,Executive Vice President,D,0000007789-25-000196
ASBA,7789,2025-12-09,0,128.0,26.41,3380.48,1,0,0,Executive Vice President,D,0000007789-25-000198
ASBA,7789,2025-12-09,0,135.0,26.45,3570.75,1,0,0,Executive Vice President,D,0000007789-25-000198
ASBA,7789,2025-12-09,0,1872.0,26.41,49439.52,1,0,0,Executive Vice President,D,0000007789-25-000198
ASG,786035,2025-10-01,1,1000.0,5.55,5550.0,1,0,0,President,D,0001212780-25-000007
ASG,786035,2025-11-21,1,500.0,5.06,2530.0,1,0,0,Assistant Secretary,D,0001682998-25-000004
ASG,786035,2025-12-30,1,2000.0,5.35,10700.0,1,0,0,President,D,0001212780-25-000009
ASIC,2040491,2025-09-29,1,6130.0,19.37,118738.1,0,0,0,,I,0001104659-25-095623
ASIC,2040491,2025-09-29,1,6130.0,19.37,118738.1,0,1,0,,I,0001104659-25-095623
ASIC,2040491,2025-09-30,1,5000.0,19.47,97350.0,0,0,0,,I,0001104659-25-095623
ASIC,2040491,2025-09-30,1,5000.0,19.47,97350.0,0,1,0,,I,0001104659-25-095623
ASIC,2040491,2025-10-27,1,5200.0,19.41,100932.0,1,1,0,Chief Executive Officer,D,0001104659-25-103291
ASIX,1673985,2025-10-03,0,577.0,20.0,11540.0,1,0,0,"SVP, General Counsel",D,0001806189-25-000005
ASLE,1754170,2025-09-03,0,960.0,8.4,8064.0,1,0,0,See Remarks,D,0001104659-25-115869
ASLE,1754170,2025-11-19,1,1560.0,5.99,9344.4,1,1,0,See Remarks,I,0001104659-25-115044
ASLE,1754170,2025-11-20,1,1707.0,5.99,10224.93,1,1,0,See Remarks,I,0001104659-25-115044
ASLE,1754170,2025-11-21,1,6352.0,5.99,38048.48,1,1,0,See Remarks,I,0001104659-25-115872
ASO,1817358,2025-12-12,0,15152.0,55.24,836996.48,0,1,0,,D,0001817358-25-000199
ASO,1817358,2025-12-12,0,1919.0,55.84,107156.96,0,1,0,,D,0001817358-25-000199
ASO,1817358,2025-12-15,0,3500.0,55.01,192535.0,0,1,0,,D,0001817358-25-000199
ASPI,1921865,2025-09-15,0,74108.0,8.76,649186.08,0,1,0,,D,0001477932-25-007349
ASPI,1921865,2025-09-30,0,64000.0,9.75,624000.0,0,1,0,,D,0001477932-25-007322
ASPI,1921865,2025-10-14,0,22500.0,13.6,306000.0,1,0,0,Interim CEO and COO,D,0001477932-25-007626
ASPI,1921865,2025-11-17,0,112500.0,7.51,844875.0,1,1,0,Executive Officer,D,0001477932-25-008681
ASPI,1921865,2025-11-17,0,67500.0,7.51,506925.0,1,0,0,Interim CEO and COO,D,0001477932-25-008506
ASPI,1921865,2025-11-25,0,25000.0,5.77,144250.0,1,0,0,Interim CEO and COO,D,0001477932-25-008682
ASPI,1921865,2025-11-25,0,50000.0,5.77,288500.0,1,1,0,Executive Officer,D,0001477932-25-008681
ASPI,1921865,2025-12-01,0,162153.0,5.75,932379.75,1,1,0,Executive Chairman,D,0001477932-25-008769
ASPI,1921865,2025-12-08,0,8438.0,6.2,52315.6,1,0,0,Interim CEO and COO,D,0001477932-25-008938
ASPI,1921865,2025-12-18,0,80000.0,5.8,464000.0,1,0,0,Chief Financial Officer,D,0001477932-25-009230
ASPJX,1862281,2025-11-26,1,28366.11,10.58,300113.4438,0,1,0,,D,0001193125-25-302188
ASPJX,1862281,2025-11-26,1,28366.11,10.58,300113.4438,0,1,0,,D,0001193125-25-302026
ASPN,1145986,2025-11-13,0,56845.0,3.23,183609.35,1,1,0,President and CEO,D,0001193125-25-283251
ASRT,1808665,2025-11-10,0,8959.0,0.76,6808.84,0,1,0,,D,0001104659-25-110557
ASTC,1001907,2025-10-03,0,9166.0,5.83,53437.78,0,0,0,,D,0001373604-25-000106
ASTC,1001907,2025-10-03,0,220410.0,7.13,1571523.3,0,0,0,,I,0001373604-25-000106
ASTI,1350102,2025-12-23,0,38827.0,5.08,197241.16,0,1,0,,D,0001553350-25-000196
ASTS,1780312,2025-11-20,1,375.0,50.79,19046.25,0,1,0,,I,0001104659-25-115321
ASTS,1780312,2025-11-26,0,10000.0,56.0,560000.0,1,0,0,CFO and CLO,D,0001493152-25-025390
ASTS,1780312,2025-12-05,0,40000.0,73.52,2940800.0,1,0,0,Chief Technology Officer,D,0001493152-25-026708
ASTS,1780312,2025-12-05,0,6000.0,73.76,442560.00000000006,1,0,0,Chief Accounting Officer,D,0001493152-25-026707
ASTS,1780312,2025-12-09,0,2288621.0,69.75,159631314.75,0,0,0,,I,0001193125-25-315966
ASTS,1780312,2025-12-10,0,10000.0,77.34,773400.0,1,0,0,Chief Operating Officer,D,0001493152-25-027599
ASTS,1780312,2025-12-10,1,675.0,72.71,49079.24999999999,0,1,0,,I,0001493152-25-027104
ASTS,1780312,2025-12-17,1,715.0,70.02,50064.299999999996,0,1,0,,I,0001493152-25-028216
ASTS,1780312,2025-12-24,1,625.0,80.0,50000.0,0,1,0,,I,0001493152-25-029456
ATEC,1350653,2025-10-01,0,100000.0,13.96,1396000.0,1,1,0,CEO,D,0001289409-25-000003
ATEC,1350653,2025-10-24,0,70000.0,16.18,1132600.0,1,0,0,"EVP, SALES",D,0001772837-25-000005
ATEC,1350653,2025-10-31,0,100000.0,19.95,1995000.0,1,0,0,"EVP, PEOPLE & CULTURE",D,0001509282-25-000007
ATEC,1350653,2025-11-03,0,200000.0,19.32,3864000.0,0,1,0,,D,0001345767-25-000003
ATEC,1350653,2025-11-03,0,100000.0,18.96,1896000.0,1,1,0,CEO,D,0001289409-25-000005
ATEC,1350653,2025-11-12,0,250000.0,20.8,5200000.0,0,0,0,,I,0001193125-25-283326
ATEC,1350653,2025-11-12,0,250000.0,20.8,5200000.0,0,0,0,,I,0001193125-25-283298
ATEC,1350653,2025-11-12,0,250000.0,20.8,5200000.0,0,1,0,,I,0001719217-25-000003
ATEC,1350653,2025-11-12,0,250000.0,20.8,5200000.0,0,0,0,,D,0001719228-25-000005
ATEC,1350653,2025-11-20,0,70000.0,19.51,1365700.0,1,0,0,GENERAL COUNSEL & CORP. SEC.,D,0001666669-25-000003
ATEC,1350653,2025-11-20,0,25000.0,19.8,495000.0,1,0,0,CHIEF OPERATING OFFICER,D,0001831608-25-000005
ATEC,1350653,2025-11-24,0,250000.0,20.62,5155000.0,0,0,0,,I,0001193125-25-298154
ATEC,1350653,2025-11-24,0,250000.0,20.62,5155000.0,0,0,0,,I,0001193125-25-298151
ATEC,1350653,2025-11-24,0,250000.0,20.62,5155000.0,0,1,0,,I,0001719217-25-000005
ATEC,1350653,2025-11-24,0,250000.0,20.62,5155000.0,0,0,0,,D,0001719228-25-000007
ATEC,1350653,2025-12-01,0,100000.0,22.11,2211000.0,1,1,0,CEO,D,0001289409-25-000007
ATEC,1350653,2025-12-05,0,10875.0,21.47,233486.25,1,0,0,CHIEF OPERATING OFFICER,D,0001831608-25-000007
ATEC,1350653,2025-12-05,0,9924.0,21.48,213167.52000000002,1,0,0,GENERAL COUNSEL & CORP. SEC.,D,0001666669-25-000005
ATEC,1350653,2025-12-05,0,12965.0,21.47,278358.55,1,0,0,GENERAL COUNSEL & CORP. SEC.,D,0001666669-25-000005
ATEC,1350653,2025-12-08,0,221166.0,21.2,4688719.2,0,1,0,,I,0001719217-25-000007
ATEC,1350653,2025-12-08,0,221166.0,21.2,4688719.2,0,0,0,,D,0001719228-25-000009
ATEC,1350653,2025-12-08,0,988.0,21.45,21192.6,1,0,0,"EVP, SALES",D,0001772837-25-000007
ATEC,1350653,2025-12-08,0,221166.0,21.2,4688719.2,0,0,0,,I,0001193125-25-314542
ATEC,1350653,2025-12-08,0,221166.0,21.2,4688719.2,0,0,0,,I,0001193125-25-314526
ATEC,1350653,2025-12-09,0,28834.0,21.03,606379.02,0,1,0,,I,0001719217-25-000007
ATEC,1350653,2025-12-09,0,28834.0,21.03,606379.02,0,0,0,,D,0001719228-25-000009
ATEC,1350653,2025-12-09,0,28834.0,21.03,606379.02,0,0,0,,I,0001193125-25-314542
ATEC,1350653,2025-12-09,0,28834.0,21.03,606379.02,0,0,0,,I,0001193125-25-314526
ATEC,1350653,2025-12-10,0,32584.0,20.84,679050.5599999999,1,0,0,"EVP, PEOPLE & CULTURE",D,0001509282-25-000011
ATEC,1350653,2025-12-10,0,21106.0,20.79,438793.74,1,0,0,"EVP, SALES",D,0001772837-25-000010
ATEC,1350653,2025-12-11,0,30000.0,21.2,636000.0,0,1,0,,D,0001555392-25-000004
ATEC,1350653,2025-12-16,0,19900.0,19.64,390836.0,1,0,0,CHIEF OPERATING OFFICER,D,0001831608-25-000009
ATEC,1350653,2025-12-16,0,250000.0,19.66,4915000.0,0,1,0,,I,0001719217-25-000009
ATEX,1304492,2025-11-18,0,6564.0,21.07,138303.48,1,0,0,Chief Legal Officer & Corp Sec,D,0001669943-25-000007
ATEX,1304492,2025-12-08,1,2450.0,20.41,50004.5,1,1,0,President and CEO,D,0001571601-25-000005
ATEX,1304492,2025-12-18,1,1160.0,21.61,25067.6,1,1,0,President and CEO,D,0001571601-25-000007
ATGE,730464,2025-11-04,1,1000.0,91.85,91850.0,0,1,0,,D,0000730464-25-000035
ATGE,730464,2025-11-05,1,508.0,98.29,49931.32,0,1,0,,D,0000730464-25-000037
ATI,1018963,2025-10-06,0,21154.0,82.03,1735262.62,1,1,0,"President, CEO and Director",D,0001193125-25-233981
ATI,1018963,2025-10-15,0,21153.0,85.87,1816408.11,1,1,0,"President, CEO and Director",D,0001193125-25-241608
ATI,1018963,2025-11-04,0,10543.0,96.07,1012866.0099999999,1,0,0,Senior VP and CDIO,D,0001193125-25-266571
ATI,1018963,2025-11-11,0,10543.0,97.69,1029945.6699999999,1,0,0,Senior VP and CDIO,D,0001193125-25-278250
ATI,1018963,2025-11-18,0,24711.0,98.21,2426867.31,1,1,0,Executive Chairman,D,0001193125-25-290265
ATI,1018963,2025-11-18,0,26998.0,98.8,2667402.4,1,1,0,Executive Chairman,D,0001193125-25-290265
ATI,1018963,2025-11-18,0,8291.0,97.2,805885.2000000001,1,1,0,Executive Chairman,D,0001193125-25-290265
ATI,1018963,2025-11-18,0,10542.0,97.77,1030691.34,1,0,0,Senior VP and CDIO,D,0001193125-25-290261
ATI,1018963,2025-11-21,0,2598.0,93.26,242289.48,1,0,0,"SVP, CHRO",D,0001193125-25-297808
ATI,1018963,2025-11-25,0,10542.0,97.88,1031850.96,1,0,0,Senior VP and CDIO,D,0001193125-25-297818
ATI,1018963,2025-12-18,0,6507.0,108.86,708352.02,1,1,0,Executive Chairman,D,0001193125-25-327281
ATI,1018963,2025-12-18,0,6158.0,110.34,679473.72,1,1,0,Executive Chairman,D,0001193125-25-327281
ATI,1018963,2025-12-18,0,47355.0,109.57,5188687.35,1,1,0,Executive Chairman,D,0001193125-25-327281
ATKR,1666138,2025-11-17,0,1000.0,64.75,64750.0,1,0,0,Pres. Safety & Infrastructure,D,0001769052-25-000009
ATLO,1132651,2025-10-24,1,300.0,20.85,6255.0,0,1,0,,D,0001703852-25-000002
ATLO,1132651,2025-10-31,1,44.0,20.82,916.08,0,1,0,,D,0001773399-25-000002
ATLO,1132651,2025-11-13,1,500.0,21.37,10685.0,0,1,0,,D,0002062044-25-000002
ATLO,1132651,2025-11-17,1,200.0,21.25,4250.0,0,0,0,,D,0001191921-25-000003
ATLO,1132651,2025-11-21,1,200.0,20.8,4160.0,0,1,0,,D,0001670150-25-000002
ATLO,1132651,2025-12-02,1,20.0,21.68,433.6,0,0,0,,D,0001391715-25-000002
ATLO,1132651,2025-12-10,1,200.0,22.88,4576.0,0,1,0,,D,0002015957-25-000002
ATLX,1540684,2025-11-28,0,2307.0,5.09,11742.63,0,1,0,,D,0001493152-25-025820
ATLX,1540684,2025-11-28,0,5000.0,5.04,25200.0,0,1,0,,D,0001493152-25-025820
ATLX,1540684,2025-11-28,0,7693.0,5.0,38465.0,0,1,0,,D,0001493152-25-025820
ATMU,1921963,2025-04-02,0,40.0,37.79,1511.6,0,1,0,,D,0001809708-25-000004
ATMU,1921963,2025-08-13,1,25.0,45.0,1125.0,0,1,0,,D,0001809708-25-000004
ATMU,1921963,2025-09-05,1,15.0,45.81,687.1500000000001,0,1,0,,D,0001809708-25-000004
ATMU,1921963,2025-11-13,0,20.0,48.84,976.8000000000001,0,1,0,,D,0001809708-25-000004
ATO,731802,2025-12-03,0,450.0,171.15,77017.5,0,1,0,,D,0000731802-25-000058
ATOM,1420520,2025-12-01,0,386.0,2.39,922.5400000000001,1,0,0,Chief Technology Officer,D,0001683168-25-008811
ATOM,1420520,2025-12-01,0,1540.0,2.39,3680.6000000000004,1,0,0,Chief Technology Officer,D,0001683168-25-008811
ATOM,1420520,2025-12-01,0,784.0,2.39,1873.76,1,0,0,Chief Technology Officer,D,0001683168-25-008811
ATOM,1420520,2025-12-01,0,904.0,2.39,2160.56,1,0,0,Chief Technology Officer,D,0001683168-25-008811
ATOM,1420520,2025-12-01,0,1832.0,2.39,4378.4800000000005,1,1,0,CEO and President,D,0001683168-25-008809
ATOM,1420520,2025-12-01,0,918.0,2.39,2194.02,1,1,0,CEO and President,D,0001683168-25-008809
ATOM,1420520,2025-12-01,0,2015.0,2.39,4815.85,1,1,0,CEO and President,D,0001683168-25-008809
ATOM,1420520,2025-12-01,0,4576.0,2.39,10936.640000000001,1,1,0,CEO and President,D,0001683168-25-008809
ATOM,1420520,2025-12-01,0,2114.0,2.39,5052.46,1,0,0,CFO,D,0001683168-25-008810
ATOM,1420520,2025-12-01,0,1035.0,2.39,2473.65,1,0,0,CFO,D,0001683168-25-008810
ATOM,1420520,2025-12-01,0,897.0,2.39,2143.83,1,0,0,CFO,D,0001683168-25-008810
ATOM,1420520,2025-12-01,0,405.0,2.39,967.95,1,0,0,CFO,D,0001683168-25-008810
ATR,896622,2025-12-12,0,15000.0,121.23,1818450.0,1,0,0,Chief Accounting Officer,D,0000896622-25-000039
ATRA,1604464,2025-11-17,0,56.0,13.19,738.64,1,1,0,President and CEO,D,0000905148-25-004141
ATRA,1604464,2025-11-17,0,2859.0,13.19,37710.21,1,1,0,President and CEO,D,0000905148-25-004141
ATRA,1604464,2025-11-17,0,1645.0,13.19,21697.55,1,0,0,Chief Accounting Officer,D,0000905148-25-004140
ATRA,1604464,2025-11-17,0,74.0,13.19,976.06,1,0,0,Chief Accounting Officer,D,0000905148-25-004140
ATRA,1604464,2025-11-17,0,85.0,13.19,1121.1499999999999,1,0,0,Chief Accounting Officer,D,0000905148-25-004140
ATRC,1323885,2025-11-21,0,3000.0,35.72,107160.0,0,1,0,,D,0001323885-25-000105
ATRC,1323885,2025-11-24,0,5033.0,37.32,187831.56,0,1,0,,D,0001205069-25-000007
ATRC,1323885,2025-11-25,0,4967.0,38.0,188746.0,0,1,0,,D,0001205069-25-000007
ATRC,1323885,2025-11-26,0,5166.0,37.29,192640.13999999998,1,0,0,Chief Mktg & Strategy Officer,D,0001666600-25-000005
ATROB,8063,2025-12-01,0,9734.0,53.24,518238.16000000003,0,0,0,,D,0001628280-25-054987
ATXG,1650101,2025-09-08,0,23095.0,0.52,12009.4,0,1,0,,D,0001493152-25-024186
ATYR,1339970,2025-10-08,1,682001.0,0.9,613800.9,0,1,0,,I,0001193125-25-236131
ATYR,1339970,2025-10-09,1,317999.0,0.94,298919.06,0,1,0,,I,0001193125-25-236131
AUBN,750574,2025-10-08,1,45.0,27.48,1236.6,0,1,0,,D,0001193125-25-235508
AUBN,750574,2025-10-08,1,9.0,27.42,246.78000000000003,0,1,0,,D,0001193125-25-235508
AUBN,750574,2025-10-08,1,11.0,27.42,301.62,1,0,0,Senior Vice President,D,0001193125-25-235462
AUBN,750574,2025-10-08,1,14.0,27.48,384.72,1,0,0,Senior Vice President,D,0001193125-25-235462
AUBN,750574,2025-10-08,1,15.0,27.42,411.3,0,1,0,,D,0001193125-25-235450
AUBN,750574,2025-10-08,1,34.0,27.48,934.32,0,1,0,,D,0001193125-25-235450
AUBN,750574,2025-10-08,1,22.0,27.42,603.24,0,1,0,,D,0001193125-25-235442
AUBN,750574,2025-10-08,1,48.0,27.48,1319.04,0,1,0,,D,0001193125-25-235442
AUBN,750574,2025-11-18,1,200.0,25.39,5078.0,0,1,0,,D,0001193125-25-286114
AUBN,750574,2025-12-01,1,200.0,24.75,4950.0,0,1,0,,D,0001193125-25-304118
AUBN,750574,2025-12-03,1,100.0,24.99,2499.0,0,1,0,,D,0001193125-25-307067
AUBN,750574,2025-12-03,1,25.0,24.17,604.25,0,1,0,,D,0001193125-25-306331
AUID,1534154,2025-11-21,1,126608.0,1.71,216499.68,0,1,0,,I,0001213900-25-114136
AUID,1534154,2025-11-25,1,40650.0,1.24,50406.0,0,1,0,,D,0001213900-25-115072
AUID,1534154,2025-12-12,0,50000.0,1.06,53000.0,0,1,0,,D,0001213900-25-121955
AURA,1501796,2025-10-16,0,12169.0,6.35,77273.15,1,0,0,Chief Technology Officer,D,0001193125-25-241622
AURA,1501796,2025-10-29,0,896.0,6.35,5689.599999999999,1,0,0,"Senior Vice President, Finance",D,0001193125-25-256620
AURA,1501796,2025-10-29,0,9049.0,6.35,57461.149999999994,1,1,0,See Remarks,D,0001193125-25-256619
AURA,1501796,2025-11-17,0,17109.0,5.42,92730.78,1,0,0,Chief Medical Officer,D,0001193125-25-284878
AUROW,1828108,2025-09-30,0,50000.0,5.39,269500.0,0,1,0,,D,0001828108-25-000145
AUROW,1828108,2025-11-25,1,258000.0,3.88,1001040.0,1,1,0,Chief Executive Officer,I,0001828108-25-000162
AURX,1091596,2025-11-28,0,200000.0,1.5,300000.0,1,1,0,CEO/CFO,D,0001437749-25-036821
AVA,104918,2025-11-14,0,1500.0,41.45,62175.00000000001,1,0,0,Vice President,D,0001943093-25-000003
AVA,104918,2025-12-02,0,127.0,40.87,5190.49,1,0,0,Vice President,D,0002090772-25-000002
AVA,104918,2025-12-12,0,7400.0,38.63,285862.0,0,1,0,,D,0001613793-25-000003
AVA,104918,2025-12-16,0,1785.0,38.74,69150.90000000001,1,0,0,Senior Vice President,D,0001978840-25-000004
AVAH,1832332,2025-10-21,0,1497018.0,9.0,13473162.0,0,0,0,,I,0001193125-25-248274
AVAH,1832332,2025-10-21,0,8346059.0,9.0,75114531.0,0,0,0,,I,0001193125-25-248274
AVAH,1832332,2025-10-21,0,156923.0,9.0,1412307.0,0,0,0,,I,0001193125-25-248274
AVAH,1832332,2025-10-21,0,8346059.0,9.0,75114531.0,0,0,0,,I,0001193125-25-248271
AVAH,1832332,2025-10-21,0,1497018.0,9.0,13473162.0,0,0,0,,I,0001193125-25-248271
AVAH,1832332,2025-10-21,0,156923.0,9.0,1412307.0,0,0,0,,I,0001193125-25-248271
AVAH,1832332,2025-10-21,0,8346059.0,9.0,75114531.0,0,0,0,,I,0001193125-25-248078
AVAH,1832332,2025-10-24,0,1251909.0,9.0,11267181.0,0,0,0,,I,0001193125-25-253521
AVAH,1832332,2025-10-24,0,224553.0,9.0,2020977.0,0,0,0,,I,0001193125-25-253521
AVAH,1832332,2025-10-24,0,23538.0,9.0,211842.0,0,0,0,,I,0001193125-25-253521
AVAH,1832332,2025-10-24,0,1251909.0,9.0,11267181.0,0,0,0,,I,0001193125-25-253520
AVAH,1832332,2025-10-24,0,224553.0,9.0,2020977.0,0,0,0,,I,0001193125-25-253518
AVAH,1832332,2025-10-24,0,1251909.0,9.0,11267181.0,0,0,0,,I,0001193125-25-253518
AVAH,1832332,2025-10-24,0,23538.0,9.0,211842.0,0,0,0,,I,0001193125-25-253518
AVAV,1368622,2025-10-06,0,1717.0,381.0,654177.0,1,0,0,"President, Autonomous Systems",D,0001983167-25-000004
AVAV,1368622,2025-10-10,0,998.0,399.74,398940.52,1,0,0,CFO,I,0001800899-25-000003
AVAV,1368622,2025-11-10,0,513.0,331.46,170038.97999999998,1,0,0,CFO,I,0001800899-25-000005
AVAV,1368622,2025-12-10,0,511.0,249.37,127428.07,1,0,0,CFO,I,0001800899-25-000007
AVB,915912,2025-12-02,0,150.0,180.27,27040.5,1,0,0,Senior Vice President,D,0001193125-25-306670
AVBC,2058758,2025-10-30,1,3325.0,15.03,49974.75,1,1,0,President & CEO,I,0001437749-25-032542
AVBC,2058758,2025-10-30,1,2500.0,15.0,37500.0,1,0,0,EVP and Chief Admin Officer,D,0001437749-25-032517
AVBC,2058758,2025-10-31,1,293.0,14.78,4330.54,1,0,0,EVP and Chief Admin Officer,D,0001437749-25-032664
AVBC,2058758,2025-10-31,1,2207.0,14.99,33082.93,1,0,0,EVP and Chief Admin Officer,D,0001437749-25-032664
AVBC,2058758,2025-11-03,1,3310.0,15.1,49981.0,1,1,0,President & CEO,I,0001437749-25-033055
AVBC,2058758,2025-11-05,1,6500.0,15.13,98345.0,0,1,0,,D,0001437749-25-033784
AVBC,2058758,2025-11-05,1,3277.0,15.26,50007.02,1,1,0,President & CEO,I,0001437749-25-033645
AVBC,2058758,2025-11-06,1,1000.0,15.1,15100.0,0,1,0,,I,0001437749-25-033784
AVBC,2058758,2025-11-07,1,2500.0,15.11,37775.0,0,1,0,,D,0001437749-25-033784
AVBC,2058758,2025-11-10,1,3240.0,15.43,49993.2,1,1,0,President & CEO,I,0001437749-25-034397
AVBC,2058758,2025-11-13,1,5000.0,15.24,76200.0,1,0,0,EVP and Chief Admin Officer,D,0001437749-25-034835
AVBC,2058758,2025-11-18,1,525.0,14.97,7859.25,0,1,0,,I,0001437749-25-035858
AVBC,2058758,2025-11-18,1,2092.0,14.93,31233.559999999998,1,0,0,EVP and Chief Admin Officer,D,0001437749-25-035568
AVBC,2058758,2025-11-18,1,408.0,14.92,6087.36,1,0,0,EVP and Chief Admin Officer,D,0001437749-25-035568
AVBC,2058758,2025-11-21,1,3261.0,15.33,49991.13,1,1,0,President & CEO,I,0001437749-25-036131
AVBC,2058758,2025-11-24,1,3245.0,15.41,50005.45,1,0,0,CFO and Treasurer,I,0001437749-25-036217
AVBC,2058758,2025-12-01,1,6230.0,16.0,99680.0,0,1,0,,I,0001437749-25-036732
AVBC,2058758,2025-12-01,1,5000.0,16.13,80650.0,0,1,0,,I,0001437749-25-036536
AVBC,2058758,2025-12-17,1,2500.0,17.07,42675.0,1,0,0,EVP and Chief Admin Officer,D,0001437749-25-038114
AVGO,1730168,2025-10-14,0,800.0,350.15,280120.0,0,1,0,,D,0001359561-25-000007
AVGO,1730168,2025-11-14,0,800.0,331.14,264912.0,0,1,0,,D,0001730168-25-000112
AVGO,1730168,2025-12-08,0,33746.0,402.09,13568929.139999999,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-08,0,131375.0,401.02,52684002.5,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-08,0,424.0,407.01,172572.24,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-08,0,3854.0,405.01,1560908.54,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-08,0,2016.0,404.01,814484.16,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-08,0,49060.0,400.11,19629396.6,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-08,0,67610.0,399.07,26981122.7,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-08,0,21712.0,398.14,8644415.68,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-08,0,9590.0,402.94,3864194.6,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-08,0,929.0,406.38,377527.02,0,1,0,,I,0001104659-25-119782
AVGO,1730168,2025-12-15,0,800.0,361.89,289512.0,0,1,0,,D,0001730168-25-000118
AVGO,1730168,2025-12-16,0,90.0,337.08,30337.199999999997,1,0,0,"President, Semi Solutions Grp",D,0001730168-25-000125
AVGO,1730168,2025-12-16,0,124.0,338.48,41971.520000000004,1,0,0,"President, Semi Solutions Grp",D,0001730168-25-000125
AVGO,1730168,2025-12-16,0,244.0,339.47,82830.68000000001,1,0,0,"President, Semi Solutions Grp",D,0001730168-25-000125
AVGO,1730168,2025-12-16,0,192.0,340.41,65358.72,1,0,0,"President, Semi Solutions Grp",D,0001730168-25-000125
AVGO,1730168,2025-12-16,0,190.0,341.57,64898.299999999996,1,0,0,"President, Semi Solutions Grp",D,0001730168-25-000125
AVGO,1730168,2025-12-16,0,154.0,342.72,52778.880000000005,1,0,0,"President, Semi Solutions Grp",D,0001730168-25-000125
AVGO,1730168,2025-12-16,0,175.0,343.79,60163.25,1,0,0,"President, Semi Solutions Grp",D,0001730168-25-000125
AVGO,1730168,2025-12-16,0,56.0,344.93,19316.08,1,0,0,"President, Semi Solutions Grp",D,0001730168-25-000125
AVGO,1730168,2025-12-16,0,10.0,345.99,3459.9,1,0,0,"President, Semi Solutions Grp",D,0001730168-25-000125
AVGO,1730168,2025-12-16,0,538.0,339.65,182731.69999999998,1,0,0,CFO & Chief Accounting Officer,D,0001730168-25-000123
