latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
30.896309,75.83432,252.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°)
2017-01-10,8.8,14.9,3.6,6.0,12.0,0.5,10.5,25.2,293
2017-01-11,8.6,15.2,2.7,5.9,12.6,-0.3,12.6,28.1,298
2017-01-12,8.3,15.6,2.2,5.6,12.9,-0.9,11.5,26.3,303
2017-01-13,8.7,16.1,2.7,6.0,13.7,-0.6,10.7,23.8,305
2017-01-14,9.7,15.8,4.9,7.2,12.8,1.9,15.1,27.0,322
2017-01-15,11.7,17.6,6.6,10.1,16.6,4.5,8.1,27.7,251
2017-01-16,11.5,15.7,7.1,10.0,14.7,5.1,12.4,37.1,306
2017-01-17,10.2,15.2,5.4,8.4,13.8,3.2,9.3,24.1,287
2017-01-18,9.6,16.4,3.2,7.8,15.0,0.4,10.0,17.3,347
2017-01-19,10.2,17.1,5.8,7.9,15.0,3.1,14.6,29.5,309
2017-01-20,10.3,18.1,4.5,8.4,16.6,1.9,10.3,22.3,296
2017-01-21,10.8,15.6,6.8,9.2,14.4,4.8,8.7,20.5,300
2017-01-22,12.3,19.4,6.1,11.1,18.9,3.9,8.7,16.6,294
2017-01-23,12.9,19.9,7.5,11.6,19.2,5.8,9.7,21.6,303
2017-01-24,13.2,18.5,8.1,12.2,17.3,6.6,12.7,28.1,317
2017-01-25,14.1,18.6,11.6,13.4,17.7,10.8,21.3,43.6,99
2017-01-26,15.1,17.0,12.9,14.4,17.0,12.2,17.7,41.4,131
2017-01-27,14.1,18.4,10.9,13.7,18.3,9.8,11.7,20.9,290
2017-01-28,12.7,18.4,8.2,11.8,17.4,6.9,14.3,28.4,298
2017-01-29,13.8,19.5,10.4,12.8,18.4,9.1,13.0,27.0,294
2017-01-30,12.0,17.6,7.9,11.4,17.2,6.9,8.8,20.5,296
2017-01-31,13.3,19.6,8.2,12.6,18.9,6.9,13.8,29.2,302
2017-02-01,13.3,19.6,8.8,12.6,19.7,7.3,9.9,21.2,297
2017-02-02,13.2,19.1,8.3,12.9,19.1,7.4,8.9,18.0,303
2017-02-03,13.2,19.7,9.6,12.9,20.2,8.4,8.0,19.1,287
2017-02-04,15.3,20.8,9.2,13.3,18.5,8.0,29.2,55.1,130
2017-02-05,15.9,18.6,12.8,15.5,18.5,12.6,26.3,49.0,144
2017-02-06,13.2,18.5,9.1,12.4,18.6,7.7,11.2,26.3,293
2017-02-07,12.8,19.0,8.4,11.5,18.4,6.6,11.9,25.2,294
2017-02-08,13.5,18.0,9.1,12.6,17.2,8.2,7.9,21.6,260
2017-02-09,12.5,18.9,7.2,11.6,18.3,6.3,12.2,28.4,300
2017-02-10,12.5,19.2,7.8,11.1,18.3,5.7,13.5,27.7,302
2017-02-11,12.4,20.0,6.6,11.0,19.2,4.5,10.4,21.6,300
2017-02-12,12.7,20.3,6.4,11.7,20.7,3.9,9.6,15.8,299
2017-02-13,13.9,21.4,7.9,12.8,20.6,6.2,13.0,28.1,301
2017-02-14,13.9,21.0,7.9,13.0,21.3,6.3,10.9,24.5,293
2017-02-15,15.3,22.7,9.0,14.5,22.3,7.3,12.6,27.4,299
2017-02-16,17.7,24.0,12.2,17.4,24.2,11.4,13.1,27.7,298
2017-02-17,17.6,24.3,12.4,17.4,24.9,11.5,14.6,28.8,305
2017-02-18,18.6,25.8,13.2,18.9,26.8,13.0,11.4,24.1,304
2017-02-19,19.0,25.4,13.8,19.5,26.2,13.4,11.2,24.8,288
2017-02-20,18.5,24.1,14.2,18.2,24.1,13.6,18.7,35.3,99
2017-02-21,16.9,22.4,13.1,17.2,22.8,12.6,10.3,23.0,97
2017-02-22,15.4,22.4,9.2,14.2,21.5,7.7,12.0,26.3,317
2017-02-23,14.5,22.1,8.4,12.5,20.3,6.3,17.5,34.9,314
2017-02-24,14.5,21.6,8.9,12.2,20.1,5.7,14.0,29.2,308
2017-02-25,15.1,23.5,8.8,13.1,22.1,6.0,14.5,30.2,306
2017-02-26,15.9,23.8,8.7,14.4,22.4,6.1,15.2,32.4,308
2017-02-27,17.0,24.9,8.4,15.9,24.3,6.1,12.7,24.5,320
2017-02-28,17.7,24.3,11.0,16.2,22.9,8.6,22.8,42.1,5
2017-03-01,17.2,25.8,11.1,16.5,26.8,9.2,13.6,25.9,311
2017-03-02,16.8,24.4,11.4,15.6,24.3,9.6,12.5,25.9,317
2017-03-03,16.0,23.5,9.0,14.2,22.1,6.9,13.5,30.2,311
2017-03-04,15.8,24.1,8.4,13.6,21.8,5.8,16.3,33.5,313
2017-03-05,16.1,24.6,9.9,13.8,22.4,7.2,16.6,35.3,309
2017-03-06,16.6,25.2,9.7,14.5,23.4,6.8,14.3,30.2,330
2017-03-07,17.7,23.2,12.5,15.4,21.3,10.2,21.3,37.4,4
2017-03-08,16.1,21.5,11.5,15.2,21.1,9.6,16.4,36.4,106
2017-03-09,14.9,20.7,10.1,14.1,20.6,8.8,13.4,34.2,82
2017-03-10,13.9,20.9,9.8,12.6,20.4,8.4,15.6,35.3,107
2017-03-11,13.0,17.4,9.4,12.2,17.6,8.0,10.1,26.6,28
2017-03-12,13.3,19.8,7.4,11.7,18.4,5.7,14.3,38.2,328
2017-03-13,13.6,20.7,6.7,11.5,19.5,3.9,11.8,26.3,313
2017-03-14,15.3,22.5,7.5,13.4,21.3,4.4,12.0,26.6,333
2017-03-15,15.6,22.6,8.9,14.0,21.8,6.8,15.5,36.7,324
2017-03-16,16.6,23.2,10.7,15.9,22.5,9.4,15.5,33.8,317
2017-03-17,17.0,24.1,10.8,16.0,24.0,9.5,17.1,36.0,318
2017-03-18,18.5,25.9,12.4,17.8,25.8,11.1,14.0,26.3,347
2017-03-19,19.2,27.4,11.6,18.5,27.5,10.1,17.4,36.7,334
2017-03-20,19.7,28.2,11.1,18.8,27.9,9.2,15.0,31.0,321
2017-03-21,22.0,30.3,13.4,22.6,31.7,13.0,12.0,20.5,355
2017-03-22,23.3,31.8,14.6,23.9,32.3,13.7,12.0,25.6,336
2017-03-23,23.8,32.7,16.0,24.4,32.7,15.8,13.3,29.5,324
2017-03-24,22.8,31.0,16.6,22.4,31.2,15.6,12.1,27.4,307
2017-03-25,22.2,31.0,14.4,21.8,30.6,13.1,12.6,28.4,306
2017-03-26,23.3,32.4,15.3,22.7,31.3,14.5,18.1,36.0,312
2017-03-27,25.0,34.2,17.5,25.1,35.0,17.2,15.6,32.8,312
2017-03-28,26.4,34.8,18.5,27.3,36.0,19.3,13.3,29.5,310
2017-03-29,26.3,35.2,19.0,26.6,35.9,18.8,20.9,45.4,322
2017-03-30,26.0,34.9,18.2,26.4,35.0,18.8,15.2,33.1,314
2017-03-31,27.4,36.0,18.2,28.0,37.1,18.5,19.1,37.8,311
2017-04-01,26.5,35.8,19.4,26.5,35.9,20.4,20.6,36.7,314
2017-04-02,25.7,34.8,17.2,25.0,34.2,16.0,15.0,31.3,312
2017-04-03,26.9,35.5,19.1,26.4,35.6,18.8,15.8,33.1,333
2017-04-04,26.9,34.8,20.6,26.1,35.6,19.2,21.0,43.6,89
2017-04-05,25.6,32.5,21.0,24.8,30.8,20.0,30.9,59.8,125
2017-04-06,26.7,33.0,20.0,23.5,28.2,19.9,41.3,81.4,153
2017-04-07,23.1,30.5,16.7,21.8,29.0,15.9,16.6,36.7,143
2017-04-08,22.0,30.2,13.4,20.5,29.5,12.9,16.7,31.7,326
2017-04-09,21.8,29.3,14.2,18.6,26.2,11.5,22.3,45.4,321
2017-04-10,22.3,31.4,13.9,19.5,27.7,11.5,25.8,51.1,317
2017-04-11,24.2,34.3,14.6,22.2,31.5,12.9,21.6,43.9,323
2017-04-12,26.7,37.2,15.7,25.1,34.8,14.6,20.7,42.8,320
2017-04-13,28.3,38.0,17.0,28.0,38.6,17.5,11.7,20.2,39
2017-04-14,28.7,38.4,18.3,28.0,39.7,18.1,20.3,36.7,50
2017-04-15,29.9,39.8,20.1,28.5,38.7,19.0,19.5,40.7,333
2017-04-16,31.5,40.7,20.4,31.1,42.1,19.7,12.7,31.7,52
2017-04-17,31.2,40.9,20.8,31.4,43.1,20.2,16.1,33.8,97
2017-04-18,32.1,41.8,21.3,32.4,42.9,21.9,13.0,28.1,62
2017-04-19,32.9,42.3,24.3,32.5,41.5,24.5,12.9,30.2,34
2017-04-20,32.6,42.2,22.7,31.9,42.9,21.5,10.9,29.2,125
2017-04-21,32.5,41.4,25.0,32.8,43.8,25.9,21.2,44.3,122
2017-04-22,30.8,40.2,24.5,30.8,41.8,25.1,21.4,46.1,63
2017-04-23,28.6,35.7,22.5,28.6,36.5,23.4,19.1,40.7,331
2017-04-24,28.3,35.5,19.0,27.7,36.2,20.0,14.0,27.4,314
2017-04-25,27.0,35.6,19.6,25.8,35.2,18.5,17.1,40.3,307
2017-04-26,27.9,35.5,18.8,27.0,36.1,18.1,13.2,31.7,292
2017-04-27,28.9,36.8,20.0,27.5,37.1,19.0,17.3,39.2,11
2017-04-28,29.4,37.3,20.5,28.3,37.5,19.2,17.4,45.0,11
2017-04-29,29.5,38.0,20.6,28.6,37.9,19.5,11.2,29.9,32
2017-04-30,27.2,33.9,22.5,26.1,33.7,21.3,23.4,50.4,80
2017-05-01,26.9,35.6,17.4,26.3,36.0,16.9,13.7,29.5,8
2017-05-02,29.4,37.8,19.4,27.7,38.1,16.9,17.2,29.5,46
2017-05-03,30.2,36.8,25.1,28.4,35.9,23.7,19.1,40.7,39
2017-05-04,29.2,36.0,23.6,28.1,37.4,21.9,18.8,35.3,20
2017-05-05,29.5,38.0,20.9,28.6,37.7,19.5,15.3,33.8,326
2017-05-06,31.3,39.5,22.6,31.2,40.3,22.3,18.4,38.2,330
2017-05-07,32.0,41.0,23.0,31.2,41.1,22.2,18.8,42.5,332
2017-05-08,33.0,41.8,23.2,32.4,43.3,22.5,15.8,34.9,319
2017-05-09,32.4,42.0,26.3,32.9,43.2,24.3,28.1,55.1,113
2017-05-10,31.6,39.7,27.0,32.6,42.3,27.5,21.0,43.6,132
2017-05-11,31.6,37.8,24.5,32.5,39.6,26.5,17.1,33.5,345
2017-05-12,31.7,39.7,23.8,32.0,41.0,24.3,13.9,31.0,316
2017-05-13,32.4,39.8,25.5,32.3,41.2,25.0,16.1,36.4,321
2017-05-14,32.2,40.0,25.0,32.2,39.7,24.6,24.0,49.7,301
2017-05-15,33.4,41.5,24.9,33.3,43.3,25.2,15.6,35.3,311
2017-05-16,30.9,37.9,25.9,31.1,39.8,26.0,15.4,35.3,316
2017-05-17,29.4,37.3,23.0,30.7,39.0,24.5,31.0,58.7,316
2017-05-18,30.1,37.0,23.6,32.1,40.0,25.5,19.6,48.6,33
2017-05-19,31.5,39.4,23.9,32.8,41.5,25.8,24.9,47.2,42
2017-05-20,31.4,39.0,23.0,32.3,42.1,23.7,16.8,35.3,99
2017-05-21,30.7,37.8,23.6,31.4,41.0,24.1,15.1,33.1,326
2017-05-22,28.4,35.0,22.4,30.6,38.8,24.9,13.2,32.4,319
2017-05-23,29.5,36.0,23.0,31.8,39.3,25.1,8.9,21.6,319
2017-05-24,30.9,38.0,23.0,32.6,41.6,24.3,10.9,23.0,84
2017-05-25,32.4,39.5,24.5,34.0,42.8,26.5,10.0,25.6,209
2017-05-26,33.7,41.7,24.5,34.5,44.9,25.6,22.9,48.6,71
2017-05-27,32.9,41.8,25.0,33.5,45.0,24.8,19.2,39.6,124
2017-05-28,32.1,38.9,27.5,33.4,40.9,28.5,25.2,50.0,131
2017-05-29,30.8,36.0,26.5,32.9,39.7,28.3,19.7,42.8,132
2017-05-30,31.3,37.1,25.0,33.9,40.2,28.2,12.7,29.9,82
2017-05-31,29.8,35.7,24.1,31.8,38.5,26.0,22.8,47.9,104
2017-06-01,30.5,37.8,22.1,31.4,39.5,23.0,18.9,38.9,3
2017-06-02,32.3,40.0,23.1,32.9,40.5,23.3,15.0,32.8,312
2017-06-03,33.9,42.8,24.0,34.2,42.3,24.9,16.3,35.6,302
2017-06-04,36.3,44.8,26.6,37.2,46.5,27.5,11.7,28.1,280
2017-06-05,36.6,44.4,28.8,37.6,46.4,29.1,16.2,35.6,276
2017-06-06,35.4,39.8,30.5,37.1,42.6,31.6,24.2,39.6,143
2017-06-07,28.7,33.3,25.0,31.8,37.3,29.3,24.3,48.6,128
2017-06-08,30.8,38.1,25.2,34.0,42.0,27.9,13.8,32.0,357
2017-06-09,29.9,34.7,24.1,33.3,39.3,28.3,15.5,42.8,308
2017-06-10,30.6,37.2,24.7,33.2,42.0,27.7,17.9,36.4,302
2017-06-11,30.1,37.3,23.6,31.8,40.0,24.9,12.7,29.9,334
2017-06-12,31.4,39.0,23.5,32.9,40.4,25.8,14.6,39.2,309
2017-06-13,32.0,39.9,24.5,33.8,43.8,26.3,18.9,36.7,338
2017-06-14,33.7,40.5,27.5,35.0,41.9,29.6,15.7,31.7,310
2017-06-15,32.3,40.0,26.1,34.3,43.0,27.7,16.5,55.8,292
2017-06-16,31.8,38.4,25.6,33.7,41.1,27.5,16.5,37.1,140
2017-06-17,32.1,37.8,27.5,35.7,43.0,30.2,11.3,24.8,159
2017-06-18,32.2,37.2,26.4,37.1,43.5,31.3,8.6,22.0,263
2017-06-19,32.6,38.7,28.2,37.1,43.7,32.9,17.4,42.5,161
2017-06-20,29.3,33.8,24.6,34.0,39.6,28.5,15.3,30.6,151
2017-06-21,25.6,29.0,22.6,29.5,33.2,25.9,16.2,34.6,276
2017-06-22,27.6,32.7,22.7,31.9,38.1,26.2,10.0,29.9,301
2017-06-23,29.3,33.8,24.3,34.1,39.9,29.4,8.2,20.5,295
2017-06-24,31.3,35.7,25.3,36.5,41.9,30.2,6.6,18.4,256
2017-06-25,32.4,37.0,26.9,38.2,43.8,32.4,6.5,18.0,161
2017-06-26,32.7,37.2,29.2,37.8,44.3,33.1,19.4,39.6,120
2017-06-27,31.2,35.2,26.4,36.7,41.5,30.8,13.3,35.3,113
2017-06-28,28.7,33.3,25.9,34.0,38.3,30.9,16.4,36.0,125
2017-06-29,26.3,29.0,25.0,31.5,33.7,29.5,13.0,30.2,97
2017-06-30,27.2,32.0,24.1,32.6,38.4,28.8,12.5,27.4,119
2017-07-01,29.0,33.0,24.9,35.5,40.6,30.6,10.9,31.0,82
2017-07-02,29.5,33.5,26.8,35.9,40.9,32.5,15.2,35.6,143
2017-07-03,29.8,33.3,26.0,36.6,43.1,31.8,9.7,23.4,109
2017-07-04,30.7,35.5,26.5,38.0,43.7,33.0,9.6,25.6,270
2017-07-05,30.9,35.2,25.8,37.9,44.7,32.2,10.6,25.6,189
2017-07-06,29.1,34.4,24.5,34.8,42.4,28.3,16.5,38.9,124
2017-07-07,29.5,33.8,26.0,36.1,42.2,31.9,8.7,20.5,130
2017-07-08,30.2,34.5,25.7,36.6,41.3,31.9,9.2,21.6,303
2017-07-09,31.2,35.1,27.5,38.1,42.2,34.1,11.0,25.6,262
2017-07-10,31.3,35.8,27.8,38.3,44.2,33.2,12.0,26.3,169
2017-07-11,29.8,34.7,27.1,35.7,42.3,31.5,15.9,36.0,138
2017-07-12,28.2,32.1,26.0,33.1,37.9,30.4,17.3,32.8,125
2017-07-13,28.1,31.6,25.1,33.8,38.0,29.9,8.5,36.4,100
2017-07-14,29.6,34.0,26.1,36.0,41.0,32.0,7.0,16.6,56
2017-07-15,29.5,33.0,26.5,35.6,39.7,32.6,18.0,36.4,121
2017-07-16,30.0,33.6,27.0,36.5,41.4,32.4,8.9,22.3,117
2017-07-17,29.5,33.7,26.8,36.3,42.8,32.6,13.4,31.7,110
2017-07-18,29.2,33.3,26.2,35.5,39.7,32.2,12.7,27.7,88
2017-07-19,30.3,34.8,26.7,36.9,41.8,33.6,8.4,18.7,321
2017-07-20,28.8,30.7,27.2,35.0,36.9,33.1,15.1,32.4,123
2017-07-21,29.4,33.2,25.4,35.9,40.1,31.2,5.9,15.5,94
2017-07-22,29.3,32.7,27.2,35.3,38.9,32.6,14.0,42.8,111
2017-07-23,29.7,33.0,26.8,35.6,40.4,31.5,13.2,23.8,86
2017-07-24,28.7,32.8,26.7,34.7,40.1,32.2,11.6,31.7,100
2017-07-25,28.8,31.4,26.0,34.4,37.7,31.3,12.8,30.6,118
2017-07-26,28.7,31.8,26.3,34.3,38.6,31.9,14.0,32.0,115
2017-07-27,28.5,32.3,25.8,34.4,38.4,31.2,11.7,26.6,124
2017-07-28,28.5,31.0,26.2,34.9,37.8,32.2,9.9,27.7,122
2017-07-29,29.3,32.0,27.4,34.5,38.2,32.0,17.4,44.3,119
2017-07-30,28.6,32.9,26.5,34.9,40.8,32.1,12.5,26.3,121
2017-07-31,27.3,28.8,25.8,32.6,34.7,31.0,15.7,31.0,137
2017-08-01,27.0,29.8,25.5,33.2,36.1,31.5,11.4,26.6,166
2017-08-02,27.0,29.6,25.4,33.3,36.2,31.1,7.7,26.6,187
2017-08-03,28.0,31.0,25.5,34.5,38.2,31.4,9.5,28.1,235
2017-08-04,28.6,32.7,26.0,35.2,40.4,32.0,9.2,25.2,162
2017-08-05,29.2,33.8,25.7,36.0,42.1,31.0,10.9,24.5,130
2017-08-06,29.5,32.9,26.3,37.0,42.8,32.2,9.7,25.2,95
2017-08-07,28.7,31.3,27.1,36.1,39.6,33.8,7.9,20.2,133
2017-08-08,28.7,32.2,26.5,35.6,39.9,32.3,9.0,21.2,136
2017-08-09,28.9,32.5,27.0,35.8,39.9,33.4,10.5,23.0,139
2017-08-10,29.0,32.8,25.8,36.2,41.4,32.1,7.6,27.0,354
2017-08-11,29.9,33.7,27.1,37.0,40.1,33.8,11.2,29.2,265
2017-08-12,29.7,33.5,26.2,36.9,40.3,33.2,10.2,29.2,261
2017-08-13,29.7,33.5,26.3,37.1,42.0,32.6,11.1,24.8,164
2017-08-14,28.6,32.0,25.0,34.9,40.8,29.9,12.6,23.0,94
2017-08-15,28.6,32.2,25.7,34.9,39.1,32.1,9.8,23.0,319
2017-08-16,29.1,33.2,25.1,35.0,39.6,30.6,10.2,21.6,307
2017-08-17,29.4,34.2,24.9,35.7,41.6,30.7,8.4,18.7,253
2017-08-18,29.8,34.4,25.5,36.6,42.8,31.5,8.9,19.4,122
2017-08-19,28.1,30.9,26.2,33.2,36.3,31.1,18.4,35.6,130
2017-08-20,27.6,30.7,25.4,33.3,36.4,30.4,12.8,28.1,103
2017-08-21,27.9,30.9,26.0,34.0,37.6,31.7,8.7,30.2,110
2017-08-22,28.1,31.9,25.6,34.3,39.2,31.2,10.5,23.4,118
2017-08-23,28.1,31.5,25.8,34.0,37.7,31.1,11.5,25.2,128
2017-08-24,28.1,31.6,25.4,33.8,38.3,30.0,12.2,24.8,113
2017-08-25,28.1,32.2,25.5,34.3,41.5,30.9,12.2,26.6,119
2017-08-26,27.6,31.1,23.9,33.5,37.6,29.3,17.1,39.2,323
2017-08-27,28.3,32.9,23.9,34.3,40.0,29.2,9.2,20.5,328
2017-08-28,27.9,32.0,25.5,33.4,38.9,30.0,16.4,37.8,116
2017-08-29,26.7,30.3,24.9,31.1,35.1,29.2,13.8,47.5,45
2017-08-30,27.5,31.6,24.3,33.0,37.9,28.7,15.0,33.8,78
2017-08-31,27.7,30.9,25.7,33.9,39.2,31.2,9.8,27.7,92
2017-09-01,25.5,28.0,24.2,30.5,33.4,28.3,13.2,31.0,131
2017-09-02,26.4,30.2,23.6,31.6,36.1,27.3,16.9,31.0,279
2017-09-03,26.6,30.8,23.1,31.9,37.3,27.5,7.0,20.2,273
2017-09-04,27.2,31.8,23.8,33.1,39.1,28.8,14.8,29.2,304
2017-09-05,27.3,31.5,23.7,33.4,39.5,28.8,9.4,22.7,296
2017-09-06,27.6,32.0,24.3,33.7,39.2,30.0,11.0,31.3,309
2017-09-07,26.6,30.0,24.0,32.4,37.6,29.5,10.9,28.1,314
2017-09-08,27.3,31.9,23.2,32.8,38.2,27.8,8.9,21.6,298
2017-09-09,28.2,32.5,24.0,33.8,38.4,29.3,9.9,23.4,288
2017-09-10,28.0,32.5,24.5,34.1,40.5,30.1,8.9,30.2,49
2017-09-11,27.7,32.5,24.2,32.8,37.6,29.6,12.5,25.9,309
2017-09-12,27.6,32.5,23.5,32.6,38.4,28.1,10.0,22.3,310
2017-09-13,27.7,32.4,23.1,33.2,39.3,27.7,8.7,19.8,315
2017-09-14,27.4,32.0,23.4,32.4,38.0,27.9,10.0,23.0,322
2017-09-15,27.1,32.2,22.4,31.2,37.2,26.2,10.2,21.6,306
2017-09-16,27.2,32.8,22.0,31.3,36.9,25.5,8.4,18.4,316
2017-09-17,27.5,33.5,22.9,30.8,36.2,26.0,14.5,29.5,306
2017-09-18,26.6,33.8,21.5,29.3,37.0,23.3,10.2,22.7,306
2017-09-19,26.2,33.6,19.7,29.5,38.9,22.0,10.7,13.0,49
2017-09-20,26.8,33.5,20.1,30.4,38.9,22.7,10.0,16.2,49
2017-09-21,26.9,33.0,21.0,30.7,38.1,24.1,9.1,18.7,58
2017-09-22,27.2,31.6,23.3,31.7,37.0,26.4,9.3,17.3,127
2017-09-23,25.1,27.1,22.0,29.8,31.8,25.7,7.4,16.2,66
2017-09-24,25.8,32.0,20.6,30.1,36.9,24.5,8.9,20.2,323
2017-09-25,27.4,33.2,22.4,31.6,37.5,26.3,9.9,22.7,333
2017-09-26,27.6,33.4,22.7,31.9,37.6,26.8,9.9,21.6,309
2017-09-27,27.5,33.8,22.2,31.6,38.0,26.3,8.9,20.2,235
2017-09-28,27.8,34.1,22.7,32.0,37.6,27.0,8.7,18.7,210
2017-09-29,28.2,34.3,23.1,31.9,37.7,27.2,12.0,25.2,294
2017-09-30,27.9,34.5,22.5,30.9,37.7,25.2,10.8,21.2,315
2017-10-01,26.8,34.0,20.1,29.3,37.3,22.6,10.1,15.1,101
2017-10-02,26.8,34.4,20.5,29.5,38.3,22.6,10.5,18.4,279
2017-10-03,27.2,34.3,20.7,29.9,37.3,23.5,10.1,17.6,326
2017-10-04,27.4,34.3,21.3,30.1,37.2,24.5,11.0,20.5,347
2017-10-05,27.2,34.2,20.6,29.5,36.1,22.5,11.5,26.6,340
2017-10-06,26.9,34.2,20.9,28.7,35.8,22.5,10.8,24.1,335
2017-10-07,26.8,34.5,20.0,28.5,35.9,21.6,11.3,24.8,305
2017-10-08,26.8,34.1,20.1,29.3,36.8,22.8,10.1,16.6,328
2017-10-09,26.9,33.8,21.5,29.7,37.7,23.9,9.7,18.0,59
2017-10-10,26.9,33.5,20.4,29.8,35.9,23.2,8.2,21.2,15
2017-10-11,26.8,33.5,21.3,29.3,36.0,24.5,9.0,13.7,42
2017-10-12,26.6,33.2,20.5,29.0,35.2,23.7,8.6,21.2,298
2017-10-13,26.2,33.8,20.4,27.3,35.2,21.6,11.5,24.8,303
2017-10-14,26.1,33.5,19.6,27.6,34.8,20.9,10.0,19.8,318
2017-10-15,26.1,33.5,20.6,27.9,35.4,22.0,10.9,15.1,22
2017-10-16,25.7,33.8,19.2,26.5,34.4,20.2,10.2,21.2,318
2017-10-17,24.5,32.8,18.0,25.2,33.0,17.9,11.7,25.2,318
2017-10-18,24.8,32.8,18.5,26.3,34.3,19.6,10.3,19.4,350
2017-10-19,24.5,32.7,17.0,26.1,34.6,17.9,10.4,17.3,11
2017-10-20,24.9,32.6,17.2,26.5,33.9,18.3,8.8,17.6,309
2017-10-21,24.6,32.3,18.8,25.8,33.5,19.9,10.8,23.0,299
2017-10-22,23.5,31.4,16.7,24.4,32.5,17.4,10.7,23.0,104
2017-10-23,23.2,31.6,16.5,23.6,31.5,17.0,10.1,16.6,4
2017-10-24,22.9,31.0,16.0,22.8,30.0,15.7,12.2,27.0,307
2017-10-25,23.4,30.7,16.0,24.0,30.8,16.3,9.2,20.9,318
2017-10-26,22.0,30.3,15.2,22.5,31.4,15.7,9.4,18.4,110
2017-10-27,21.4,29.7,14.4,21.7,30.4,14.5,10.6,16.6,62
2017-10-28,22.5,29.5,14.9,23.1,30.1,15.7,10.1,18.0,353
2017-10-29,21.2,29.2,14.9,21.8,30.0,15.2,11.4,23.8,64
2017-10-30,21.3,28.7,15.1,22.2,30.0,15.4,10.7,18.7,329
2017-10-31,22.1,28.7,16.3,23.3,30.5,17.3,10.3,13.3,44
2017-11-01,21.6,28.7,15.9,22.5,30.4,16.6,9.8,17.6,75
2017-11-02,21.9,28.0,16.0,23.4,29.3,17.2,8.0,14.8,14
2017-11-03,21.6,27.8,16.4,23.4,29.7,17.9,8.6,14.0,6
2017-11-04,22.4,28.5,17.2,24.4,30.9,18.8,8.2,14.8,329
2017-11-05,21.5,28.3,15.6,23.3,30.2,16.5,9.0,16.2,302
2017-11-06,21.0,27.2,15.3,22.6,28.4,15.9,8.9,21.2,306
2017-11-07,21.3,27.0,15.6,23.1,28.4,16.3,9.4,19.1,320
2017-11-08,20.9,27.4,16.5,22.6,29.0,17.6,8.9,20.9,299
2017-11-09,20.4,26.9,14.9,21.8,28.1,15.4,8.5,19.4,297
2017-11-10,19.9,27.0,15.1,21.2,28.1,16.1,9.6,18.7,304
2017-11-11,19.0,24.7,13.8,20.2,26.0,13.9,8.7,16.2,293
2017-11-12,18.4,25.1,13.2,19.3,25.7,13.3,8.6,19.8,302
2017-11-13,18.3,24.8,13.2,19.2,25.9,14.1,8.9,13.0,298
2017-11-14,18.4,26.0,13.9,18.0,24.2,13.4,22.0,43.9,115
2017-11-15,16.8,22.8,13.3,17.1,22.8,12.9,12.3,24.1,60
2017-11-16,16.9,23.5,11.9,16.9,23.6,11.4,8.3,18.4,330
2017-11-17,16.6,22.2,12.9,16.8,22.2,12.7,8.7,21.6,310
2017-11-18,16.9,23.5,13.1,16.4,22.8,12.4,10.9,22.0,302
2017-11-19,15.2,22.3,10.3,13.8,19.9,9.3,10.7,24.1,301
2017-11-20,14.8,22.4,9.2,13.1,20.4,7.4,10.0,18.7,294
2017-11-21,15.2,22.9,9.2,13.7,21.0,7.7,11.3,25.2,292
2017-11-22,14.6,22.2,9.2,12.8,19.6,7.7,13.9,28.8,298
2017-11-23,14.5,22.2,10.1,12.7,19.9,8.4,10.5,23.0,299
2017-11-24,14.6,22.9,8.8,12.9,20.7,7.0,11.2,25.2,307
2017-11-25,15.6,23.3,9.6,14.2,21.0,8.1,10.9,23.8,300
2017-11-26,15.5,22.9,9.1,14.6,21.2,8.2,9.0,21.2,310
2017-11-27,15.3,23.0,9.8,14.2,21.2,8.4,12.0,27.4,300
2017-11-28,16.2,23.4,9.5,15.4,22.0,7.9,9.5,17.3,310
2017-11-29,15.4,23.0,8.1,14.5,22.0,6.6,8.4,13.0,44
2017-11-30,15.0,23.1,9.1,13.9,21.7,7.3,10.8,23.4,297
2017-12-01,14.3,22.6,8.6,12.9,20.9,6.7,11.5,19.4,299
2017-12-02,15.2,22.5,7.2,14.2,21.4,5.7,8.7,14.8,356
2017-12-03,14.8,22.2,7.8,13.9,21.1,6.2,10.2,20.2,324
2017-12-04,13.8,21.9,8.4,12.5,20.2,6.5,9.5,22.7,309
2017-12-05,13.4,21.3,7.5,11.7,18.7,5.5,12.8,27.0,312
2017-12-06,13.6,21.9,7.7,11.0,18.2,5.1,12.7,27.0,306
2017-12-07,13.7,21.2,8.0,11.1,18.5,5.0,10.0,23.0,296
2017-12-08,14.4,22.5,8.8,12.3,19.8,6.6,11.0,24.8,287
2017-12-09,14.7,22.5,7.7,13.3,21.4,6.0,10.7,19.1,38
2017-12-10,15.1,22.7,7.3,13.9,20.5,5.5,9.5,17.6,335
2017-12-11,14.2,17.6,12.1,13.1,17.7,10.1,14.5,30.6,66
